"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"SIG Newsletters","ACM SIGIR Forum","SIGIR Forum","0163-5840","","Volume 6 Issue 2 (Summer 1971)","Volume 47 Issue 1 (June 2013)","http://dl.acm.org/citation.cfm?id=J701","http://dl.acm.org/citation.cfm?id=J701&picked=prox"
"SIG Newsletters","ACM SIGITE Newsletter","SIGITE Newsl.","2166-1685","1550-1469","Volume 2 Issue 1 (Spring 2004)","Volume 9 Issue 2 (December 2012)","http://dl.acm.org/citation.cfm?id=J977","http://dl.acm.org/citation.cfm?id=J977&picked=prox"
"SIG Newsletters","ACM SIGKDD Explorations Newsletter","SIGKDD Explor. Newsl.","1931-0145","1931-0153","Volume 1 Issue 1 (June 1999)","Volume 14 Issue 2 (December 2012)","http://dl.acm.org/citation.cfm?id=J721","http://dl.acm.org/citation.cfm?id=J721&picked=prox"
"SIG Newsletters","ACM SIGLASH Newsletter","SIGLASH Newsl.","0036-147X","1931-1095","Volume 10 Issue 1-2 (December 1976/March 1977)","Volume 14 Issue 1-2 (March/June 1981)","http://dl.acm.org/citation.cfm?id=J958","http://dl.acm.org/citation.cfm?id=J958&picked=prox"
"SIG Newsletters","ACM SIGMAP Bulletin","SIGMAP Bull.","0163-5786","1931-1184","Issue 5 (June 1969)","Issue 32 (April 1983)","http://dl.acm.org/citation.cfm?id=J952","http://dl.acm.org/citation.cfm?id=J952&picked=prox"
"SIG Newsletters","ACM SIGMETRICS Performance Evaluation Review","SIGMETRICS Perform. Eval. Rev.","0163-5999","","Volume 1 Issue 1 (March 1972)","Volume 41 Issue 2 (September 2013) - Special issue on the 31st international symposium on computer performance, modeling, measurements and evaluation (IFIPWG 7.3 Performance 2013)","http://dl.acm.org/citation.cfm?id=J618","http://dl.acm.org/citation.cfm?id=J618&picked=prox"
"SIG Newsletters","ACM SIGMICRO Newsletter","SIGMICRO Newsl.","1050-916X","","Volume 2 Issue 4 (January 1972)","Volume 23 Issue 1-2 (Dec. 1992)","http://dl.acm.org/citation.cfm?id=J703","http://dl.acm.org/citation.cfm?id=J703&picked=prox"
"SIG Newsletters","ACM SIGMINI Newsletter","SIGMINI Newsl.","0163-576X","","Volume 1 Issue 1 (July 1975)","Volume 4 Issue 4 (August 1978)","http://dl.acm.org/citation.cfm?id=J951","http://dl.acm.org/citation.cfm?id=J951&picked=prox"
"SIG Newsletters","ACM SIGMIS Database","SIGMIS Database","0095-0033","","Volume 1 Issue 2 (Summer 1969)","Volume 44 Issue 4 (November 2013)","http://dl.acm.org/citation.cfm?id=J219","http://dl.acm.org/citation.cfm?id=J219&picked=prox"
"SIG Newsletters","ACM SIGMOBILE Mobile Computing and Communications Review","SIGMOBILE Mob. Comput. Commun. Rev.","1559-1662","1931-1222","Volume 1 Issue 1 (April 1997)","Volume 17 Issue 4 (October 2013)","http://dl.acm.org/citation.cfm?id=J548","http://dl.acm.org/citation.cfm?id=J548&picked=prox"
"SIG Newsletters","ACM SIGMOD Record","SIGMOD Rec.","0163-5808","","Volume 1 Issue 1 (August 1969)","Volume 42 Issue 3 (September 2013)","http://dl.acm.org/citation.cfm?id=J689","http://dl.acm.org/citation.cfm?id=J689&picked=prox"
"SIG Newsletters","ACM SIGMultimedia Records","SIGMultimedia Rec.","","1947-4598","Volume 1 Issue 1 (March 2009)","Volume 5 Issue 3 (September 2013)","http://dl.acm.org/citation.cfm?id=J1232","http://dl.acm.org/citation.cfm?id=J1232&picked=prox"
"SIG Newsletters","ACM SIGNUM Newsletter","SIGNUM Newsl.","0163-5778","","Volume 1 Issue 1 (June 1966)","Volume 33 Issue 2 (April 1, 1998)","http://dl.acm.org/citation.cfm?id=J690","http://dl.acm.org/citation.cfm?id=J690&picked=prox"
"SIG Newsletters","ACM SIGOA Newsletter","ACM SIGOA Newsletter","0737-819X","","Volume 1 Issue 1 (March 1980)","Volume 7 Issue 1 (Spring 1986)","http://dl.acm.org/citation.cfm?id=J915","http://dl.acm.org/citation.cfm?id=J915&picked=prox"
"SIG Newsletters","ACM SIGOIS Bulletin","SIGOIS Bull.","0894-0819","","Volume 7 Issue 2-3 (Summer-Fall 1986)","Volume 17 Issue 3 (Dec. 1996)","http://dl.acm.org/citation.cfm?id=J705","http://dl.acm.org/citation.cfm?id=J705&picked=prox"
"SIG Newsletters","ACM SIGOPS Operating Systems Review","SIGOPS Oper. Syst. Rev.","0163-5980","","Volume 3 Issue 1 (February 1969)","Volume 47 Issue 3 (December 2013)","http://dl.acm.org/citation.cfm?id=J597","http://dl.acm.org/citation.cfm?id=J597&picked=prox"
"SIG Newsletters","ACM SIGPC Notes","SIGPC Note.","0163-5816","","Volume 1 Issue 2 (Summer 1978)","Volume 5 Issue 1-2 (Fall/Winter 1982/1983)","http://dl.acm.org/citation.cfm?id=J950","http://dl.acm.org/citation.cfm?id=J950&picked=prox"
"SIG Newsletters","ACM SIGPLAN Fortran Forum","SIGPLAN Fortran Forum","1061-7264","1931-1311","Volume 1 Issue 1 (July 1982)","Volume 32 Issue 3 (December 2013)","http://dl.acm.org/citation.cfm?id=J286","http://dl.acm.org/citation.cfm?id=J286&picked=prox"
"SIG Newsletters","ACM SIGPLAN Lisp Pointers","SIGPLAN Lisp Pointers","1045-3563","","Volume 1 Issue 1 (April-May 1987)","Volume VIII Issue 2 (May-Aug., 1995)","http://dl.acm.org/citation.cfm?id=J509","http://dl.acm.org/citation.cfm?id=J509&picked=prox"
"SIG Newsletters","ACM SIGPLAN Notices","SIGPLAN Not.","0362-1340","1558-1160","Volume 1 Issue 8 (August 1966)","Volume 48 Issue 11 (November 2013) - ISMM '13","http://dl.acm.org/citation.cfm?id=J706","http://dl.acm.org/citation.cfm?id=J706&picked=prox"
"SIG Newsletters","ACM SIGPLAN OOPS Messenger","SIGPLAN OOPS Mess.","1055-6400","","Volume 1 Issue 1 (Aug. 1990)","Volume 7 Issue 1 (Jan. 1996) - Special issue: object-oriented real-time systems","http://dl.acm.org/citation.cfm?id=J594","http://dl.acm.org/citation.cfm?id=J594&picked=prox"
"SIG Newsletters","ACM SIGSAC Review","SIGSAC Rev.","0277-920X","","Volume 1 Issue 1 (Winter 1981-1982)","Volume 15 Issue 2 (April 1997)","http://dl.acm.org/citation.cfm?id=J691","http://dl.acm.org/citation.cfm?id=J691&picked=prox"
"SIG Newsletters","ACM SIGSAM Bulletin","SIGSAM Bull.","0163-5824","","Issue 8 (December 1967)","Volume 47 Issue 1/2 (March/June 2013)","http://dl.acm.org/citation.cfm?id=J707","http://dl.acm.org/citation.cfm?id=J707&picked=prox"
"SIG Newsletters","ACM SIGSIM Simulation Digest","SIGSIM Simul. Dig.","0163-6103","","Volume 3 Issue 1 (September 1971)","Volume 28 Issue 1 (July 1998)","http://dl.acm.org/citation.cfm?id=J711","http://dl.acm.org/citation.cfm?id=J711&picked=prox"
"SIG Newsletters","ACM SIGSMALL Newsletter","SIGSMALL Newsl.","0272-720X","","Volume 4 Issue 5 (October 1978)","Volume 10 Issue 4 (October 1984)","http://dl.acm.org/citation.cfm?id=J949","http://dl.acm.org/citation.cfm?id=J949&picked=prox"
"SIG Newsletters","ACM SIGSMALL/PC Notes","SIGSMALL/PC Notes","0893-2875","","Volume 11 Issue 3 (Aug. 1985)","Volume 19 Issue 2 (Nov. 1993)","http://dl.acm.org/citation.cfm?id=J692","http://dl.acm.org/citation.cfm?id=J692&picked=prox"
"SIG Newsletters","ACM SIGSOC Bulletin","SIGSOC Bull.","0163-5794","","Volume 1 Issue 1 (March 1969)","Volume 13 Issue 4 (April 1982)","http://dl.acm.org/citation.cfm?id=J948","http://dl.acm.org/citation.cfm?id=J948&picked=prox"
"SIG Newsletters","ACM SIGSOFT Software Engineering Notes","SIGSOFT Softw. Eng. Notes","0163-5948","","Volume 1 Issue 1 (May 1976)","Volume 38 Issue 6 (November 2013)","http://dl.acm.org/citation.cfm?id=J728","http://dl.acm.org/citation.cfm?id=J728&picked=prox"
"SIG Newsletters","ACM SIGUCCS Newsletter","SIGUCCS Newsl.","0736-6892","","Volume 1 Issue 1 (January 1965)","Volume 28 Issue 4 (Dec. 1998)","http://dl.acm.org/citation.cfm?id=J708","http://dl.acm.org/citation.cfm?id=J708&picked=prox"
"SIG Newsletters","ACM SIGUCCS plugged in","ACM SIGUCCS plugged in","","2168-8516","Volume 1 Issue 1 (Summer 2012)","Volume 2 Issue 1 (Summer 2013)","http://dl.acm.org/citation.cfm?id=J1358","http://dl.acm.org/citation.cfm?id=J1358&picked=prox"
"SIG Newsletters","ACM SIGWEB Newsletter","SIGWEB Newsl.","1931-1745","1931-1435","Volume 1 Issue 1 (March 1992)","Issue Autumn (Autumn 2013)","http://dl.acm.org/citation.cfm?id=J507","http://dl.acm.org/citation.cfm?id=J507&picked=prox"
"SIG Newsletters","ACM SIGecom Exchanges","SIGecom Exch.","","1551-9031","Volume 1 Issue 1 (Summer, 2000)","Volume 12 Issue 1 (June 2013)","http://dl.acm.org/citation.cfm?id=J684","http://dl.acm.org/citation.cfm?id=J684&picked=prox"
"SIG Newsletters","Communication Design Quarterly Review","Commun. Des. Q. Rev","2166-1200","2166-1642","Volume 2 Issue 1 (March 2001)","Volume 2 Issue 1 (November 2013)","http://dl.acm.org/citation.cfm?id=J1351","http://dl.acm.org/citation.cfm?id=J1351&picked=prox"
"SIG Newsletters","SIGSPATIAL Special","SIGSPATIAL Special","","1946-7729","Volume 1 Issue 1 (March 2009)","Volume 5 Issue 3 (November 2013)","http://dl.acm.org/citation.cfm?id=J1196","http://dl.acm.org/citation.cfm?id=J1196&picked=prox"
"Conference Proceedings","3DOR: 3D Object Retrieval","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/3dor/","http://portal.acm.org/proceedings/3dor/archive/"
"Conference Proceedings","3DVP: 3D Video Processing","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/3dvp/","http://portal.acm.org/proceedings/3dvp/archive/"
"Conference Proceedings","A-MOST: Advances in Model-Based Testing","","","","2005 (May 2005)","2007 (July 2007)","http://portal.acm.org/proceedings/a-most/","http://portal.acm.org/proceedings/a-most/archive/"
"Conference Proceedings","A2CWiC: Amrita ACM-W Celebration on Women in Computing in India","","","","2010 (September 2010)","2010 (September 2010)","http://portal.acm.org/proceedings/a2cwic/","http://portal.acm.org/proceedings/a2cwic/archive/"
"Conference Proceedings","AAA-IDEA: Advanced Architectures and Algorithms for Internet Delivery and Applications","","","","2006 (October 2006)","2006 (October 2006)","http://portal.acm.org/proceedings/aaa-idea/","http://portal.acm.org/proceedings/aaa-idea/archive/"
"Conference Proceedings","AADEBUG: Automated analysis-driven debugging","","","","2005 (September 2005)","2005 (September 2005)","http://portal.acm.org/proceedings/aadebug/","http://portal.acm.org/proceedings/aadebug/archive/"
"Conference Proceedings","AAMAS: Autonomous Agents and Multiagent Systems","","","","2002 (July 2002)","2013 (May 2013)","http://portal.acm.org/proceedings/aamas/","http://portal.acm.org/proceedings/aamas/archive/"
"Conference Proceedings","ACDC: Automated Control for Datacenters and Clouds","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/acdc/","http://portal.acm.org/proceedings/acdc/archive/"
"Conference Proceedings","ACET: Advances in Computer Entertainment Technology","","","","2004 (September 2004)","2011 (November 2011)","http://portal.acm.org/proceedings/ace/","http://portal.acm.org/proceedings/ace/archive/"
"Conference Proceedings","ACISNR: Applications of Computer and Information Sciences to Nature Research","","","","2010 (May 2010)","2010 (May 2010)","http://portal.acm.org/proceedings/acisnr/","http://portal.acm.org/proceedings/acisnr/archive/"
"Conference Proceedings","ACL2: ACL2 Theorem Prover and its Applications","","","","2006 (August 2006)","2009 (May 2009)","http://portal.acm.org/proceedings/acl2/","http://portal.acm.org/proceedings/acl2/archive/"
"Conference Proceedings","ACM DEV: Computing for Development","","","","2010 (December 2010)","2013 (January 2013)","http://portal.acm.org/proceedings/acmdev/","http://portal.acm.org/proceedings/acmdev/archive/"
"Conference Proceedings","ACM POLICY: ACM POLICY","","","","1998 (June 1998)","1998 (June 1998)","http://portal.acm.org/proceedings/acmpolicy/","http://portal.acm.org/proceedings/acmpolicy/archive/"
"Conference Proceedings","ACM SE: Annual Southeast Regional Conference","","","","1967 (June 1967)","2013 (April 2013)","http://portal.acm.org/proceedings/acmse/","http://portal.acm.org/proceedings/acmse/archive/"
"Conference Proceedings","ACM-BCS: ACM-BCS","","","","2010 (April 2010)","2010 (April 2010)","http://portal.acm.org/proceedings/acm-bcs/","http://portal.acm.org/proceedings/acm-bcs/archive/"
"Conference Proceedings","ACM: ACM Annual Conference/Annual Meeting","","","","1952 (May 1952)","1987 (December 1987)","http://portal.acm.org/proceedings/acm/","http://portal.acm.org/proceedings/acm/archive/"
"Conference Proceedings","ACPIS: Aspects, Components, and Patterns for Infrastructure Software","","","","2007 (March 2007)","2009 (March 2009)","http://portal.acm.org/proceedings/acpis/","http://portal.acm.org/proceedings/acpis/archive/"
"Conference Proceedings","ACSAC: Annual Computer Security Applications Conference","","","","2010 (December 2010)","2012 (December 2012)","http://portal.acm.org/proceedings/acsac/","http://portal.acm.org/proceedings/acsac/archive/"
"Conference Proceedings","ACSE: Australasian Conference on Computing Education","","","","1996 (July 1996)","2010 (January 2010)","http://portal.acm.org/proceedings/acse/","http://portal.acm.org/proceedings/acse/archive/"
"Conference Proceedings","ACoM: Assessment of Contemporary Modularization Techniques","","","","2007 (May 2007)","2007 (May 2007)","http://portal.acm.org/proceedings/acom/","http://portal.acm.org/proceedings/acom/archive/"
"Conference Proceedings","ADAMUS: Adaptive and Dependable Mobile Ubiquitous Systems","","","","2009 (July 2009)","2009 (July 2009)","http://portal.acm.org/proceedings/adamus/","http://portal.acm.org/proceedings/adamus/archive/"
"Conference Proceedings","ADKDD: Data Mining and Audience Intelligence for Advertising","","","","2007 (August 2007)","2013 (August 2013)","http://portal.acm.org/proceedings/adkdd/","http://portal.acm.org/proceedings/adkdd/archive/"
"Conference Proceedings","ADPUC: Advanced Data Processing in Ubiquitous Computing ","","","","2006 (November 2006)","2006 (November 2006)","http://portal.acm.org/proceedings/adpuc/","http://portal.acm.org/proceedings/adpuc/archive/"
"Conference Proceedings","AFFINE: Affective-Aware Virtual Agents and Social Robots","","","","2009 (November 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/affine/","http://portal.acm.org/proceedings/affine/archive/"
"Conference Proceedings","AFIPS: AFIPS","","","","1955 (March 1955)","1984 (July 1984)","http://portal.acm.org/proceedings/afips/","http://portal.acm.org/proceedings/afips/archive/"
"Conference Proceedings","AFM: Automated Formal Methods","","","","2007 (November 2007)","2007 (November 2007)","http://portal.acm.org/proceedings/afm/","http://portal.acm.org/proceedings/afm/archive/"
"Conference Proceedings","AFRIGRAPH: Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa","","","","2001 (November 2001)","2010 (June 2010)","http://portal.acm.org/proceedings/afrigraph/","http://portal.acm.org/proceedings/afrigraph/archive/"
"Conference Proceedings","AGENTS: Autonomous Agents","","","","1997 (February 1997)","2001 (May 2001)","http://portal.acm.org/proceedings/agents/","http://portal.acm.org/proceedings/agents/archive/"
"Conference Proceedings","AH: Augmented Human","","","","2010 (April 2010)","2013 (March 2013)","http://portal.acm.org/proceedings/ah/","http://portal.acm.org/proceedings/ah/archive/"
"Conference Proceedings","AIEE-IRE: AIEE-IRE","","","","1951 (December 1951)","1962 (May 1962)","http://portal.acm.org/proceedings/aiee-ire/","http://portal.acm.org/proceedings/aiee-ire/archive/"
"Conference Proceedings","AIEMPro: Automated Information Extraction in Media Production","","","","2010 (October 2010)","2011 (December 2011)","http://portal.acm.org/proceedings/aiempro/","http://portal.acm.org/proceedings/aiempro/archive/"
"Conference Proceedings","AIGC: Artificial Intelligence in Grid Computing","","","","2007 (August 2007)","2007 (August 2007)","http://portal.acm.org/proceedings/aigc/","http://portal.acm.org/proceedings/aigc/archive/"
"Conference Proceedings","AINTEC: Asian Conference on Internet Engineering","","","","2008 (November 2008)","2012 (November 2012)","http://portal.acm.org/proceedings/aintec/","http://portal.acm.org/proceedings/aintec/archive/"
"Conference Proceedings","AIPACa: Applications of Private and Anonymous Communications","","","","2008 (September 2008)","2008 (September 2008)","http://portal.acm.org/proceedings/aipaca/","http://portal.acm.org/proceedings/aipaca/archive/"
"Conference Proceedings","AIRS: Asia Information Retrieval Symposium ","","","","2008 (January 2008)","2009 (October 2009)","http://portal.acm.org/proceedings/airs/","http://portal.acm.org/proceedings/airs/archive/"
"Conference Proceedings","AIRWeb: Adversarial Information Retrieval on the Web","","","","2007 (May 2007)","2009 (April 2009)","http://portal.acm.org/proceedings/airweb/","http://portal.acm.org/proceedings/airweb/archive/"
"Conference Proceedings","AISC/MKM/Calculemus: AISC/MKM/Calculemus Conference on Intelligent Computer Mathematics","","","","2010 (July 2010)","2010 (July 2010)","http://portal.acm.org/proceedings/aisc/mkm/calculemus/","http://portal.acm.org/proceedings/aisc/mkm/calculemus/archive/"
"Conference Proceedings","AISec: Artificial Intelligence and Security","","","","2008 (October 2008)","2013 (November 2013)","http://portal.acm.org/proceedings/aisec/","http://portal.acm.org/proceedings/aisec/archive/"
"Conference Proceedings","ALICE: Alice Symposium","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/alice/","http://portal.acm.org/proceedings/alice/archive/"
"Conference Proceedings","AM: Audio Mostly","","","","2010 (September 2010)","2012 (September 2012)","http://portal.acm.org/proceedings/am/","http://portal.acm.org/proceedings/am/archive/"
"Conference Proceedings","AMC: Ambient Media Computing","","","","2009 (October 2009)","2009 (October 2009)","http://portal.acm.org/proceedings/amc/","http://portal.acm.org/proceedings/amc/archive/"
"Conference Proceedings","AMCMM: Audio and Music Computing Multimedia","","","","2006 (October 2006)","2006 (October 2006)","http://portal.acm.org/proceedings/amcmm/","http://portal.acm.org/proceedings/amcmm/archive/"
"Conference Proceedings","ANCS: Architectures for Networking and Communications Systems","","","","2005 (October 2005)","2013 (October 2013)","http://portal.acm.org/proceedings/ancs/","http://portal.acm.org/proceedings/ancs/archive/"
"Conference Proceedings","AND: Analytics for Noisy Unstructured Text Data","","","","2008 (July 2008)","2010 (October 2010)","http://portal.acm.org/proceedings/and/","http://portal.acm.org/proceedings/and/archive/"
"Conference Proceedings","ANNA: Analysis of Neural Network Applications","","","","1991 (May 1991)","1991 (May 1991)","http://portal.acm.org/proceedings/anna/","http://portal.acm.org/proceedings/anna/archive/"
"Conference Proceedings","ANSS: Annual Simulation Symposium","","","","1973 (June 1973)","2013 (April 2013)","http://portal.acm.org/proceedings/anss/","http://portal.acm.org/proceedings/anss/archive/"
